parent_asin,parent_asin_name,creator_favorite,link,category,subcategory,brand,avg_rating,related_asins
B0050D3VG2,"Tata Tea Gold 250 gram, Assam Teas With Gently Rolled Aromatic Long Leaves, Rich & Aromatic Chai, Black Tea, Loose Leaves",N,https://www.amazon.in/dp/B0050D3VG2,Grocery,Tea Leaf/Powder,Tata Tea,4.5,B0050D3VG2
B00935MD7G,Prestige PRWO 2.8-2 Electric Rice Cooker 2.8L with Close Fit Lid|White|Raw capacity-1.7 liters|Cooked capacity-2.8 liters|Cooks for a large family,N,https://www.amazon.in/dp/B00935MD7G,Kitchen,Rice Cookers,Prestige,3.8,B00935MD7G
B01M07FFE7,Crocs Unisex Adult Classic FFn Croslite Clog | 10001-6SV |,N,https://www.amazon.in/dp/B01M07FFE7,"Shoes,Jewelry,Luggage","Casual, Flip-Flops & Slippers, Sandals & Floaters, Fashion Sandals",Crocs,4.2,"B0B4SBSJVP,B09773Q1VX,B0F3JH22R5,B0819S4K3H,B09H9DZ3TF,B0819QZNMD,B098LWJFDL,B0CW3MZSLG,B0CS3NGL68,B096KQDYQW,B08LK1H5VC,B09H9CYKHK,B09774189G,B0DR3PD6ZN,B0CQRD3WY2,B08LJYKHVS,B09773VBQK,B081B895KZ,B07TLNK669,B09GRHYCFF,B08CNZN9L4,B0BQC2C3Q8,B0F3JK5NC3,B0F3JKDFXB,B09773HGJG,B0D6YXYQQY,B0F2WB2BSV,B08LKB3HNZ,B0DND4Q7RL,B077G7YMMN,B0CQRC8M9V,B0C5JYD6K2,B08LK1H5XG,B0CW5Z8D19,B096KT7LZN,B096ZNSCK8,B00HB55N3G,B096ZQLZC8,B0F3JM74R9,B0B4SF5YQ3,B0BQC1W1MT,B0F3JLJP75,B07C9V6WRF,B07HJYGCD4,B00292JQ52,B096KSY138,B0CVLJ1T54,B01EY0MXRY,B0BQC1D1X3,B081B7HQ9W,B0CVLHWBSX,B0D61GK9BN,B07HJWSLJM,B0C5JZ15MR,B0819RLBRZ,B0819QZNMW,B0DG1361FX,B0BQC52DTW,B09773TW7Z,B096KRF7Z7,B0F3JH4XGP,B081B7SGQ9,B0D61DHTWC,B0CQ2ZMYVG,B00HDBHVPQ,B097732487,B0BQC1LX68,B0BQBZQKCH,B0BQC35GJ3,B0BQC2T5ZB,B0F3JLZVTR,B0F3JKMQRB,B08C138RWT,B096ZSDSS7,B0BQC2Z4VF,B07WZLXJ46,B08LK67NFS,B0F3JLM31T,B0C5K1M7XT,B0CVLJ635J,B0CQRCV5CL,B0F3JLQS67,B08CD6GLWT,B09773Y2WY,B007ZI7QOS,B09H9TZZBM,B0F3JLSWLY,B0CWF3KY51,B0BQC26L6F,B09GRCSP45,B0BQC1B5RT,B098LXRD74,B0BQC171YY,B0819RG8QZ,B0BQC11TZ9,B077G9T67H,B08C15344F,B0F3JKRMY7,B0BQC2S9WQ,B005HV2PZU,B0D61LFWZP,B0C7K2CZ56,B08LK7PP65,B07HJT3RM1,B0819QZNMX,B07BVGXX4R,B0F2TC96HR,B08LK67716,B0D2NWM2K8,B0CVLHJTFY,B09NMB9C1Q,B08C14JZB3,B09774SWGZ,B0F2TB5FP3,B08C14LY8K,B0B4SFMTM4,B0971QG2FL,B077G711L3,B077G7YCPZ,B07HKBQ43J,B098LYHNCL,B0CN36BM58,B0CW3NJBYK,B0D61P6MFD,B0F3JP9QL7,B008JAQHLY,B098LY4V6F,B098LYCPW3,B077G8MQ6K,B09H9L91Z4,B07L9BW3GV,B001Y8YN7S,B098LYZY4M,B0BQC1ZH4G,B07CKBL5F8,B0D613BTMK,B07X2QFC45,B09774ZPLP,B09643GKCZ,B0F3JK4261,B0BQBZG6KX,B01J1LPP6C,B0F3JHXNTS,B07BVDHT8Q,B0BQC1HYZ8,B077GBW5Y3,B096KQ81LH,B09H9HB6T1,B0F3JL19LX,B09NMCLJSG,B0DK8X4JFT,B07BVGKPS9,B08C15T11P,B007ZI7V6G,B07BV5VGX6,B07HFPK5Q2,B0819RLBFN,B077G7PHPL,B0F3JJXD12,B07N99N93J,B07TLNJWQ8,B0F3JLPQQ8,B09H44QLYF,B096442JW6,B008KYX7U8,B098LZJ5V7,B0B4SCZ356,B00LUMKLR4,B07BV5BVJG,B0819YCQYR,B09773SQJW,B0BQC5F8PX,B0F94FRS9J,B082WCT189,B077GBG5H9,B0DG196Q3H,B08J6MLXDG,B07X1QNVRR,B0F3JGWQ1C,B0C5K16V1V,B0CJXRMZ8F,B07C9VBGNW,B08LKBQKC7,B0D61LXVYR,B0BQC224K4,B098M1248S,B0DFZP13HH,B0819RXCZG,B0819RTVBL,B007ZI7UOO,B0D61NY59B,B0F3JFWK8M,B081B8H28R,B0DBN8727R,B0D2NXDQ67,B08CNY2BKT,B08F7HD11C,B0F3JL4DD1,B0819RBPWN,B0819YL9LH,B0819RF3FJ,B07BVDSHX7,B0CT2C9Q37,B001V7Z27W,B0CNHY62TH,B08L54Y8PK,B0CS3RD9TH,B0887LF3XB,B0819RFLH7,B0CVLJT9QP,B008JAQFZW,B0F3JK9CDN,B07HFSHNBG,B0819S96FS,B0F3JM26Y7,B09H9P3T8W,B096ZRCJPZ,B0BQC2PLSP,B0C5K141SM,B0BFVW898G,B0BQC27XJP,B097747523,B08LXKF7ZR,B0DG13JCCN,B0C5K21NXR,B08LKCZ2CN,B09NMB5152,B07L9B69P5,B0819Z493J,B07HFRMKB7,B0CRVQMYZY,B0F3JL7Z58,B08C15B137,B088YP911X,B001V7UZJM,B07BV7C7Y4,B0CQRBPCMQ,B0CT3PMRSC,B074YKL6BH,B096ZQK7SZ,B0D613M7MK,B008KZFFVG,B0819RF32D,B09GRFZ82S,B07X4XZL33,B096ZQNTVH,B0C5JX6DB2,B0D6YV5XDY,B08F77C2KR,B0BQC361K1,B0D61ND8FL,B077G8L5LK,B0DF7YD7CC,B0CW5YM7SM,B081B7HQ9V,B0C744VH4P,B0C5K1Q5LJ,B01M07FFE7,B0BSG9LPL1,B0DTXF24R9,B00HDBI0AQ,B09NMCYDN9,B08LK12861,B08C15F7SM,B0CVLHCCKV,B07BV3RLFW,B0C5K19V68,B08LJYHRLH,B07BVGHXJJ,B0D61KKCDT,B0CS3NV77L,B0DG15G5JT,B0BQC2P8CV,B0DTXBW6TD,B096ZPWXR7,B096ZPRC6R,B077XW55YP,B0CW3MXM5M,B08F7BD1SB,B0819RJ1DS,B0F98Q1B9W,B096ZT66R1,B0C5K116FL,B08C145BPY,B0D2NVJ7DT,B07L9B8JB8,B097747TSF,B0DTX5X4HL,B08LJR88RQ,B0D2NVJ3CZ,B0F3JGVVYL,B0BQC4TYMC,B07CL7HXD5,B0BQC21MS5,B0CVLHXZW5,B0DTXC46P9,B09774FH5N,B0CS3NRD1F,B008JAQHN2,B08C1469SS,B07TVPL673,B09NMCP3ZG,B09NM9YNPH,B0C9LF64SR,B07K8XNCV6,B0028RHKA6,B00HB55N6S,B0C5JZK29D,B0B4SG5M89,B0971Q89WC,B0C5JYT5PF,B09642QFVQ,B07HJVHHKY,B08C13WL3J,B0971Q9QBC,B0D2NWGN6N,B0CXXL41Q4,B0D61DKZLT,B0D2NSBJN9,B07HJVM5F3,B07HFSSK2Z,B0F2TGS1YJ,B0DR3Q4FHG,B0BQC26L74,B005LVR13M,B0CT3S4GSS,B077G8RCXW,B097752B15,B07TQW6BGH,B00292NGBC,B09NMCFG3P,B0DF7XSXZT,B07TMR25TZ,B09773DC9R,B0D6YVVS99,B0BQC3B67N,B0CNHVVKD7,B09773F8R4,B0CT5W3MZ8,B0CCWVV2D8,B0819RQ1YS,B09H9TNSS7,B07HFRG1KV,B0D61M8X6M,B0F2TCLRG2,B0D6YWDKQ5,B0CW3L4PDD,B09H43LRL2,B07X3TTGHH"
B071Y34HVV,"Catch Cumin Whole | Jeera Whole, 200g",Y,https://www.amazon.in/dp/B071Y34HVV,Grocery,Herbs and Spices,catch,4.5,B071Y34HVV
B08HCW7KCV,"SWASH Direct Thermal Shipping 400 Labels Printer Sticker Roll (White, 4""x 6"")",N,https://www.amazon.in/dp/B08HCW7KCV,Office Product,"Labels, Labeling Tapes, Indexes &Stamps",SWASH,4.0,"B08HCR98BL,B08XJRL7FB,B08HCW7KCV,B08HCY3FGB,B08HK5Y6JJ,B08HCBVTZ1"
B08QMFXYL6,"AGARO HC6001 Hair Curler with 25MM Barrel, Rod, Tong, Tourmaline Infused Ceramic Coated Plates, Cool Touch Tip, Fast Heating, for Women, Long and Short Hair Curling, Styling, Black & Rose Gold",N,https://www.amazon.in/dp/B08QMFXYL6,Personal Care Appliances,Curling Irons,AGARO,4.2,B08QMFXYL6
B08SJC7F92,Aurion by 10Club Durable Body Weighted Vest,N,https://www.amazon.in/dp/B08SJC7F92,Sports,Weight Accessories,AURION,4.0,"B01N9LPPD2,B08SHQJFTM,B08SJBDKCR,B08SJC7F92"
B09DYHCV2L,"SUGAR Cosmetics Stroke Of Genius Heavy-Duty Kohl with Sharpner | Long Lasting, Smudge Proof & Waterproof Kajal Pencil | Matte Finish | 1.2gm - 01 Back To Black (Black)",N,https://www.amazon.in/dp/B09DYHCV2L,Beauty,Eyes,SUGAR Cosmetics,4.3,B09DYHCV2L
B09M2LDCXF,"SHINESTAR Dual Fuel Portable Gas Stove for Propane & Butane, Camping Stove with Single Burner, Propane Adapter Hose and Carrying Case Included, 7800BTUs, Aluminium",N,https://www.amazon.in/dp/B09M2LDCXF,Kitchen,,SHINESTAR,3.4,B09M2LDCXF
B09X17DX7X,BIBA Women Cotton Anarkali Kurta Palazzo Suit Set,N,https://www.amazon.in/dp/B09X17DX7X,Apparel,Womens Salwar Suits,BIBA,4.0,"B09C6KQ7X1,B09C6KPX2W,B09X17DX7X,B09C6MHWQQ,B09C6N6F4J"
B09XF8K4J7,Marc Loire Women's Open Toe Block Heel Metallic Fashion Sandals for Everyday,N,https://www.amazon.in/dp/B09XF8K4J7,Shoes,Fashion Sandals,Marc Loire,4.0,"B0D429265S,B09XF77S8B,B09XF7ZDYY,B0D4293N1P,B09XF7KVGW,B0D429VKQZ,B0D429JC8M,B0D4285C64,B0D427HM8N,B0D4296WGZ,B09XF8K4J8,B0D429GLTZ,B0D428X6KG,B0D427FC6C,B09XF7SWWP,B09XF8K4J7,B09XF82HTB,B09XF6TD39,B0D42B9444,B09XF72B91,B0D4286XVG,B0D427DYN8,B0D426TRX7,B0D428KZ5W,B0D427Z6MD,B0D429JC8N,B0D429J916,B0D429ZFLL,B0D4282GFC,B0D429J992,B0D427YLC3,B09XF9DMMN,B0D427Y7JS,B0D428PL1Y,B09XF7BW5R,B09XF7GC1K,B0D429B88C,B0D427C27S,B0D4286M61,B0D428G82C,B09XF6XN9D,B0D428C57G,B0D42B4FKG"
B0BNR1KM3H,American Tourister Polyester 65 cms Travel Wheel Duffle,N,https://www.amazon.in/dp/B0BNR1KM3H,Luggage,Duffle Bags,American Tourister,4.1,"B0BNR1HN7W,B0BNR1KM3H,B0BNS78B2J"
B0BS42MNV9,Yellow Weaves High Density Artificial Grass Mat,N,https://www.amazon.in/dp/B0BS42MNV9,"Home,Lawn And Garden","Carpets, Live Plants",Yellow Weaves,4.2,"B08TTZNSX9,B0B1ZSXNPK,B0B38RCVHT,B08TWZZ33N,B0B259NSK1,B0B24GR48M,B0B257LX7C,B08TWZMQMS,B0B2LDVB52,B0B293T53V,B0B2D682BD,B07V2RD73N,B0B258GHQQ,B0B3HRZNL7,B0B2NZ6XZ2,B08XK472G3,B0B2923D51,B09QYT9H9Z,B08TX17R19,B0B2JQ3S9L,B0B34PZ17Q,B08TX2FSZ5,B0B24QDXH3,B0B38YY5TM,B08TTT7XLB,B0B254BRHK,B08TX2LKGF,B0B1WZZ17P,B0B2KFJZF3,B09QYGVW4G,B0B2LCRCLM,B0B3DLL5YN,B0B3HVQY4H,B0B1X6Z72H,B0B1WP2NJ3,B0B3HYCY8D,B0B24R5MGG,B0B3MFV5TC,B0B2LB3WS8,B0B2JYB59N,B08TX2KM8T,B0B3LZMLKQ,B0B3D4T4JN,B0B2D8RH72,B0B3T3TT61,B08XJP6YR4,B0B34S4DPH,B0B2D52X7X,B0B3M9RCD6,B0B2LSXF99,B07CLF33HH,B09QYKR352,B09QYXLK62,B0B2KFBC11,B0B3T431XQ,B0B3MCP3L7,B0B1X2SDFW,B0B2D9TQC2,B0B3T4THWM,B0B3M2T9TQ,B08T93J11N,B0B394PKRL,B08XJLHNJL,B08XK267X6,B0B397QYN2,B08TWZ4RK5,B0B2PNDRFP,B0B3DD2DBZ,B0B24QYMMW,B0B3HJBTSQ,B0B34QQWYY,B08S379YVT,B0B3M447D7,B0793M4ZN4,B0B3M87D8S,B0B1WYVJR8,B08T81VPGJ,B0B3DJQ9KV,B0B3M7BX1T,B0B2DB44FG,B0B2NXHLSB,B0B3M5ZPMF,B08XKDH6D4,B08J7SCG5P,B0B3T44BY8,B0B251W3HP,B0B2D657TZ,B0B1WLFRF7,B0B3M4H433,B0B38SK8NR,B09QYHQCN6,B0B1WWNMCH,B0B2NZ5PXF,B0B2LVB4NS,B0B2575DR3,B0B24VNTT9,B0B396F6C9,B08S7F4T5F,B07GSSXDN4,B0B1ZQYF96,B0B24TPXRG,B0B3HBLTG2,B0B3DJGCH9,B0BS42MNV9,B08FRHGL3V,B08TX1L487,B0B2D33Y7D,B08XJL1TG1,B09QYT6TC6,B09QYHTYYP,B0B3T1W2YY,B0B2541NQV,B0B2LB96D6,B0B3RSZB7X,B08TV2PYK7,B0B2D5T2N9,B0B3D8FXC6,B0B1X214MT,B0B21CVGJ9,B0B21D2VWQ,B079TQ2XX9,B0B2LTQZGX,B0B3T245QV,B0B2KB8X7G,B08XKG1D44,B0B3D7MRQH,B0B1X46S8M,B0B2PLXLNZ,B08TX1W8CX,B0B3HKMVPV,B0B28CK56Z,B0B3HZH7TS,B0B2LD8BCM,B0B1X32J7T,B0B1LYJFMT,B07RJ94S5B,B08TTLF66N,B08TSV8STN,B08XK1DR81,B0B2R1SG5R,B08FT7BMXN,B0B3RWNLDY,B0B2R3RLBY,B0B3T6WPB6,B0B28V4J3P,B0B2R3LXT2,B09QYF6R2F,B0B3HX48T7,B0B2PQJNY9,B0B24H4B3Y,B0B2LVFWF9,B0B1XBJP9K,B0B252RPM4,B08TTPFG9D,B0B1X1RGKR,B0B3T2R39S,B09ZHDLQBQ,B0B3M54MGM,B08FRGX98R,B0B213PB3C,B0B2LPJ4RV,B09QYS18V1,B0B2LQ5RJX,B0B3T7R31W,B0B1ZQT4J8,B0B3MG9WSH,B0B3RR1DVC,B0B2PMGPCP,B0B3HWQB5Y,B08TX1V5XD,B0B34TKBQR,B0B2LWHCZH,B0B2NWCK8G,B0B3924J23,B0B21D1RNJ,B0B2PT4GM6,B09QYWF9ZR,B0B3DHYGS7,B09QYH1KQ4,B0B1ZR53R8,B0B3DFLN64,B0B3HW4114,B0B2JMQS29,B0B218NP92,B0B2NVSC2R,B0B1M165XF,B0B3M2ZHZW,B0B3LXW3N4,B0B2LBR93H,B0B3HSN4ZX,B0B3HXPM1W,B0B2PSK6WP,B08TTKMB1S,B0B3T4K24G,B08TTVNZBV,B079DPY9RN,B0B2R2MGSM,B0B2LMG9NB,B08XK38XZP,B0B3CY5DW3,B0B34S1FSM,B0B1ZV3P3W,B0B3HQCN39,B0B2PM36HH,B0B211HBCG,B0B1ZQGVBC,B0B1WKH8P8,B0B3M8QWN6,B0B1ZQ5D3X,B0B1WQ695B,B0B2R64DSH,B0B3CTJTC2,B0B3RRYN1N,B0B24K77YW,B0B1WKDBCW,B0B1WR79NT,B0B3D9LYXP,B0B2177N1L,B08TTVV4D9,B0B2P2B2B4,B0B2JT47Y4,B0B1X41R7L,B0B3RZ9QPQ,B0B3T272D4,B0B3HVRB8B,B0B3HRX4SV,B0B2PRZMTR,B08TTT144L,B08WQC2L1J,B08TX1QYZF,B0B21BG1WJ,B0B28GSZ99,B08XK1YJDV,B0B1X2G7LL,B0B1ZSJC3V,B0B2P2RZNY,B0B2R3TGK8,B0B21FP2JS,B0B3RTMT19,B0B2NY8KPR,B0B2JXZ29M,B0B216T2S7,B0B3RC358W,B08TTB4LWJ,B0B34TRGNL,B0B3944JH7,B0B2D9PWPX,B0B2136J1X,B09QYHXXXY,B0B24RCX48,B08MBTTFMD,B0B2NYNN9Q,B08MBTRCJJ"
B0CC2RYXSN,Jaypee Plus Mixing Bowl Set of 4,N,https://www.amazon.in/dp/B0CC2RYXSN,Kitchen,Dinnerware Bowls,Jaypee Plus,4.4,"B078H7WSV5,B078H3927Y,B078H87W74,B078H64Y6B,B078H38RGG,B0CC2RYXSN"
B0CGCRRC1Z,"Lenovo ThinkBook 15 G5 AMD Ryzen 7 7730U 15.6"" FHD Antiglare 250 Nits Thin and Light Laptop (8GB RAM/512GB SSD/Windows 11 Home/Fingerprint Reader/Backlit/Mineral Grey/1 Year Onsite/1.7 kg), 21JFA00BIN",N,https://www.amazon.in/dp/B0CGCRRC1Z,Pc,Consumer notebooks other,Lenovo,3.8,B0CGCRRC1Z
B0CH14G7KH,Tommy Hilfiger Callan Men Polyester Gym Bag,N,https://www.amazon.in/dp/B0CH14G7KH,Luggage,Gym Bags,Tommy Hilfiger,4.4,"B0BZ4JZDZV,B0CH14G7KH"
B0CKF86P5F,Larah by Borosil Silk Series Opalware Dinner Set |Family of 6 | Microwave & Dishwasher Safe | Bone-Ash Free | Crockery Set for Dining & Gifting | Plates & Bowls | White,N,https://www.amazon.in/dp/B0CKF86P5F,Kitchen,Dinnerware Sets,Larah by BOROSIL,4.2,"B07W1J1Y8F,B0C53QC5KK,B0CKF86P5F"
B0CVRRX5TT,KD Women Floral Print Anarkali Kurta with Pant and Dupatta Set Anarkali Kurti for Women,N,https://www.amazon.in/dp/B0CVRRX5TT,Apparel,"Womens Kurtas & Kurtis, Womens Salwar Suits",KD,3.4,"B0CVRW85JT,B0D9CS6PHC,B0DD727D1T,B0CVRRX5TT,B0D9CSRV4N,B0CYHD6QK5,B0CVRYHX2X,B0CVRT7C3S,B0D4V8FWNH,B0CYGTBJ36,B0CXPN23D8,B0CYH24CM5,B0F38MQXVR,B0D9CSK4QQ,B0DD72QT12,B0CVRW9D3Q,B0CVS6228C,B0CYHGPW54,B0D8B4SCYC,B0CYHCXM4N,B0DD71S3TG,B0CYH8NTNN,B0CVRNYLXM,B0D4V65TZM,B0D89YMMT1,B0D9CSZYXJ,B0CYHDYSWF,B0CXNYNN49,B0D9CSS1VZ,B0CYGPY8SS,B0CXPMJ2XN,B0D4V7PX7B,B0CVRNTVWK,B0DD75G4TV,B0CVRXP26P,B0D4V91KXV,B0CYGP3PFG,B0D9CS8H59,B0CVS6WMRZ,B0CXPFD1TM,B0D89Y8W9W,B0D8B9S7GY,B0D8B461QH,B0D4V5DRNN,B0CVS3XKM7,B0DD71F4NS,B0F38L5F7H,B0D9CS1MC1,B0CXPBPTZW"
B0CWS1RY5Y,IFB Essentials Autodish - Dishwashing Salt,N,https://www.amazon.in/dp/B0CWS1RY5Y,Drugstore,Toilet Cleaners,IFB,4.3,"B0CWRD992Z,B0CWS1RY5Y,B019IODBPY"
B0CXPP3YT5,"Skillmatics Pretend Play Set - Kitchen Set, Gifts for Kids & Toddlers Ages 3 to 7",N,https://www.amazon.in/dp/B0CXPP3YT5,Toy,"Non-wooden Puzzles, Preschool Role Playing",Skillmatics,4.5,"B0C1KFXZ6C,B0CZDV1QJL,B0CVN55DPB,B0D5M1JTRC,B0CXPP3YT5"
B0CY1S314G,"Lenovo Tab M11|8 GB RAM,128 GB ROM|11 Inch,90 Hz,72% NTSC,400 Nits FHD Display| Wi-Fi Only| Micro SD Support Upto 1TB|Quad Speakers with Dolby Atmos|Octa-Core Processor|13 MP Rear Camera SeaFoam Green",N,https://www.amazon.in/dp/B0CY1S314G,Pc,Tablet computers other,Lenovo,4.2,B0CY1S314G
B0CYY3RWVQ,Naixa Women's Rayon Embroidered Straight Kurta with Pant and Dupatta Sets (NX-450),N,https://www.amazon.in/dp/B0CYY3RWVQ,Apparel,"Womens Salwar Suits, Womens Kurtas & Kurtis",Naixa,4.1,"B0CYY3RWVQ,B0CWGXLN5Q,B0CWGSCMWK,B0CWG8YQ1N,B0CV5D7VXR,B0CWG8DVN4,B0CWG8CWFH,B0CWGQKMRW,B0CV5CRMCX,B0CWG3MTSG,B0CV5DFT6C,B0CV5CZPJT,B0CV5CZN62,B0CWGN93WX,B0CWG3MQ7M,B0CWGKNDBK,B0FJ1ZGJR8,B0CV5D2KSV,B0CWGG7FHM,B0CWG68JFS"
B0D3419BX8,Clasiko Cotton Cushion Covers Set of 2; 16x16 Inches; Light Flowers On Light Blue,N,https://www.amazon.in/dp/B0D3419BX8,Home,Cushion Covers,Clasiko,4.3,"B0D33S979R,B0D33NXC7L,B0D3419BX8,B0D33PYFNW,B0D33QRY6L,B0D33PD17P,B0D33QF4J1,B0D33QYDFT,B0D33SG7KR,B0D33Q3QL9,B0D33NKR83,B0D33PWHL8,B0D33NKKR1,B0D33M85CY,B0D33P5BN1,B0D33QNLBC,B0D33QFR65,B0D33RRL68,B0D33R8QXN,B0D33LRW2B,B0D33QDHZ1,B0D33KNHZM,B0D33NTLWL,B0D33Q38D3,B0D33NLQGH,B0D33QKHGK,B0D33QWN3F,B0D33R9CJQ,B0D33NVR8X,B0D33PJ33Z,B0D33QFTLT,B0D33QFQ14,B0D33Q9XN8,B0D33RDMG2,B0D33S28HX,B0D33Q7YRT,B0D33QV5HD,B0D33QQJJV,B0D33SPK2N,B0D33QS652,B0D33S6W8X,B0D33QYX7F,B0D33QQDF8"
B0D3DWD7TK,Sony BRAVIA 2 Series 108 cm (43 inches) 4K Ultra HD Smart LED Google TV K-43S20 (Black),N,https://www.amazon.in/dp/B0D3DWD7TK,Home Entertainment,LED Tvs,Sony,4.4,B0D3DWD7TK
B0D8GJ5T48,Mala Jam 1Kg,N,https://www.amazon.in/dp/B0D8GJ5T48,Grocery,"Spreads, Baking Mixes",Mala's,4.2,"B01FF2SS38,B01FF2SS56,B01FF2SU2W,B0D8GJ5T48,B01FFHKJS0"
B0D8J4XJCR,Fujifilm Instax Wide 400 Starter Kit Plus Green - 20 Shots,N,https://www.amazon.in/dp/B0D8J4XJCR,Camera,Film Cameras,Fujifilm,3.2,B0D8J4XJCR
B0DB28LMRZ,"Boat Powerpod 200 Charger w/15W Wireless Charging, Power Bank, Premium Fiber Cloth Build, Dual Coils Micro USB Input, Anti-Slip Grip, 6mm Transmission Range, Smart IC Protection, LED Indicator(White)",Y,https://www.amazon.in/dp/B0DB28LMRZ,Wireless Accessory,Batteries,boAt,3.8,B0DB28LMRZ
9360743151,Golden Mathematics Study Material Based on NEW NCERT Ganita Prakash For Class 6 | For CBSE 2026 Exams |Summary | Solved Textual Questions | Sample Papers | Exam Oriented & Objective Type Question,N,https://www.amazon.in/dp/9360743151,Book,SC. School Books/Additional Reference Books,Golden,4.4,9360743151
B00ET1G91A,Pigeon by Stovekraft Copper Coil Rapido Cute Induction Cooktop (Black),N,https://www.amazon.in/dp/B00ET1G91A,Kitchen,Flat Grills,Pigeon,3.5,B00ET1G91A
B07PBPC3MC,Caresmith Table Top Pro Dental Flosser | 8 Jet Tips | 10 Pressure Modes | Effective as Dental Floss White,N,https://www.amazon.in/dp/B07PBPC3MC,Personal Care Appliances,Oral Irrigators,CARESMITH,4.4,B07PBPC3MC
B08266HNVL,M-Audio 150-Watt Studio Monitor Speaker (Black),N,https://www.amazon.in/dp/B08266HNVL,Musical Instruments,Computer Music,M-AUDIO,4.4,"B08KXTJX16,B08266HNVL,B01J66YEU0,B01J66ZEE0"
B0836XXH8V,Rajasthan Crafts Heavy Winter Bed Quilt,N,https://www.amazon.in/dp/B0836XXH8V,Home,Bedsheets and Pillow Covers,Rajasthan Crafts,3.9,"B0836Z53LN,B0836YD798,B0836XXBLM,B0836XQZGV,B0836YK75C,B0836YQQ1W,B0836Y3HQ1,B0836YKT9L,B0836XXH8V,B0836YR54P,B0836XWDP1,B0836Y73KG,B0836Y2Y2R,B0836YMMQ5,B0836YP513,B0836XYZYG,B0836YVY6H"
B09QD6RP4P,Puma Unisex Adult Aqua Flip Slipper,N,https://www.amazon.in/dp/B09QD6RP4P,Shoes,"Flip-Flops & Slippers, Sandals & Floaters",PUMA,3.7,"B0BVMGBJGZ,B088RGK16V,B0BVMG1WBW,B088RHCDVT,B088RJ3WNM,B0BVMGSB99,B088RGK17N,B088RJPH4W,B0BVMD3PXP,B088RHCCC7,B0BVMFSDVJ,B088RJ628M,B088RJS2TR,B088RHQQG5,B088RGGDQ8,B088RHNXG9,B088RHFTTX,B088RHZCD1,B0BVMFN7PP,B0BVMFSKCX,B088RHG282,B0BVMG38L6,B088RJRXYY,B0BVMGD63Z,B088RHC6PQ,B088RGZV3W,B0BVMH1CF1,B0BVMG1WBD,B0BVMFWN1M,B0BVMFFY7N,B088RGZYRL,B0BVMG6CZD,B0BVMH9YJ9,B0BVMDZQMB,B0BVMFKK87,B0BVMH1X64,B0BVMFQLMH,B0BVMHQQKX,B088RH34VP,B0BVMG9517,B088RJ6T27,B09QD6RP4P,B088RHFN4C,B088RHXJ13,B0BVMDX3JW,B0BVMD7K6S,B088RHZYV1,B088RJ1VKS,B0BVMHMT44,B088RGVCKD,B0BVMD4TBM,B088RJB2RM,B088RHJHVP,B088RGC8YG,B0BVMCC77T,B0BVMCBZVJ,B088RHLW1V,B088RGXYV1,B0BVMDCYVP,B0BVMGVQWT,B0BVMFVKTQ,B088RH3VZQ,B0BVMJFYZ5,B0BVMFJPFK,B0BVMFWCZF,B0BVMH2ZH3,B0BVMFX1WN,B0BVMHGMKN,B0BVMGM8RG,B0BVMCHYF7,B0BVMJB7SC,B0BVMFBGX4,B088RHPC8Y,B088RHJC7H,B088RG3PR6"
